"CountryCode","SeriesCode","DESCRIPTION",
"ABW","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ABW","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ABW","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ABW","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"AFG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"AFG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"AFG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"AFG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"AGO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"AGO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"AGO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"AGO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ALB","SP.POP.TOTL","Data source: Institute of Statistics, Eurostat",
"ALB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ALB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ALB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ALB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"AND","SP.POP.GROW","Data source: United Nations World Population Prospects",
"AND","SP.DYN.CDRT.IN","Data source: Eurostat",
"AND","SP.DYN.CBRT.IN","Data source: Eurostat",
"AND","SP.DYN.TFRT.IN","Data source: Eurostat",
"AND","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ARE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ARE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ARE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ARE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ARG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ARG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ARG","SP.POP.GROW","Data source: National Institute of Statistics and Censuses, United Nations World Population Prospects",
"ARG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ARG","SP.POP.TOTL","Data source: National Institute of Statistics and Censuses, United Nations World Population Prospects",
"ARM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ARM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ARM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ARM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ARM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ASM","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"ASM","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"ASM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ASM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ATG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ATG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"ATG","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"ATG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ATG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ATG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"AUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"AUS","SP.POP.AG18.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG25.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG22.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG12.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG16.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG02.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG00.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG15.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG16.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG13.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG17.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG07.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG20.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG22.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG24.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG08.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG11.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG12.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG24.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG03.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG06.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG10.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG08.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG19.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG09.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG14.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG20.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG23.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG05.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG03.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG06.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG15.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG04.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG21.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG05.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG04.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG01.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG17.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG02.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG18.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG14.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG09.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG10.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG11.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG21.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG01.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG13.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG19.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG23.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG07.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG25.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"AUS","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"AUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AUS","SP.DYN.LE00.FE.IN","Data source: Australian Bureau of Statistics",
"AUS","SP.DYN.CBRT.IN","Data source: Australian Bureau of Statistics",
"AUS","SP.DYN.CDRT.IN","Data source: Australian Bureau of Statistics",
"AUS","SP.DYN.LE00.MA.IN","Data source: Australian Bureau of Statistics",
"AUS","SP.DYN.TFRT.IN","Data source: Australian Bureau of Statistics",
"AUS","SP.POP.TOTL","Data source: Australian Bureau of Statistics",
"AUS","SP.DYN.TO65.MA.ZS","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.BRTH.MF","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG00.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.ADO.TFRT","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.DYN.TO65.FE.ZS","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SH.MMR.WAGE.ZS","Paid parental leave is available",
"AUS","SP.POP.GROW","Data source: Australian Bureau of Statistics",
"AUS","SP.POP.TOTL.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.0014.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.65UP.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.1564.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.TOTL.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.65UP.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.65UP.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.1564.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.1564.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.0014.MA.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.0014.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUT","SP.POP.TOTL","Data source: Eurostat, Statistics Austria",
"AUT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"AUT","SP.POP.GROW","Data source: Eurostat, Statistics Austria",
"AUT","SP.DYN.CDRT.IN","Data source: Eurostat",
"AUT","SP.DYN.CBRT.IN","Data source: Eurostat",
"AUT","SP.DYN.TFRT.IN","Data source: Eurostat, Austria Central Statistical Office",
"AUT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Austria Central Statistical Office",
"AUT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Austria Central Statistical Office",
"AUT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"AUT","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"AUT","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"AZE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Nagorno-Karabakh.",
"AZE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Nagorno-Karabakh.",
"AZE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"AZE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"AZE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"AZE","SP.POP.GROW","Data source: Eurostat, State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.POP.BRTH.MF","Including Nagorno-Karabakh.",
"AZE","SP.ADO.TFRT","Including Nagorno-Karabakh.",
"AZE","SP.DYN.TO65.MA.ZS","Including Nagorno-Karabakh.",
"AZE","SP.DYN.TO65.FE.ZS","Including Nagorno-Karabakh.",
"AZE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"AZE","SP.POP.AG16.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG04.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG18.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG25.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG07.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG15.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG21.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG09.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG01.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG19.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG03.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG02.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG22.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG25.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG03.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG05.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG16.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG21.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG20.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG02.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG22.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG11.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG17.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG10.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG15.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG13.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG17.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG12.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG00.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG01.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG24.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG06.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG10.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG23.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG08.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG20.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG14.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG24.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG04.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG09.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG18.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG23.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG13.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG11.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG00.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG14.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG19.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG07.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG05.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG06.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG08.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG12.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.DYN.CBRT.IN","Data source: State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.DYN.CDRT.IN","Data source: State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.POP.TOTL","Data source: Eurostat, State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.DYN.TFRT.IN","Data source: State Statistical Committee, Eurostat, United Nations World Population Prospects",
"BDI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BDI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BDI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BDI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BDI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BEL","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BEL","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BEL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BEL","SP.POP.GROW","Data source: Eurostat",
"BEL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BEL","SP.DYN.CDRT.IN","Data source: Eurostat, National Institute of Statistics",
"BEL","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"BEL","SP.DYN.CBRT.IN","Data source: Eurostat, National Institute of Statistics",
"BEL","SP.DYN.LE00.FE.IN","Data source: Eurostat, National Institute of Statistics",
"BEL","SP.DYN.LE00.MA.IN","Data source: Eurostat, National Institute of Statistics",
"BEL","SP.POP.TOTL","Data source: Eurostat",
"BEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BEN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BFA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BFA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BFA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BGD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BGD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BGR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BGR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BGR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGR","SP.DYN.LE00.MA.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.LE00.FE.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.CDRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.CBRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BGR","SP.POP.GROW","Data source: Eurostat",
"BGR","SP.POP.TOTL","Data source: Eurostat",
"BHR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BHR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
